f_init,rho_smg,p_smg,phi_0,wanted_value,c
0.0,NaN,NaN,NaN,NaN,NaN
0.01001001001001001,NaN,NaN,NaN,NaN,NaN
0.02002002002002002,NaN,NaN,NaN,NaN,NaN
0.03003003003003003,NaN,NaN,NaN,NaN,NaN
0.04004004004004004,NaN,NaN,NaN,NaN,NaN
0.050050050050050046,NaN,NaN,NaN,NaN,NaN
0.06006006006006006,NaN,NaN,NaN,NaN,NaN
0.07007007007007007,NaN,NaN,NaN,NaN,NaN
0.08008008008008008,NaN,NaN,NaN,NaN,NaN
0.09009009009009009,NaN,NaN,NaN,NaN,NaN
0.10010010010010009,NaN,NaN,NaN,NaN,NaN
0.11011011011011011,NaN,NaN,NaN,NaN,NaN
0.12012012012012012,NaN,NaN,NaN,NaN,NaN
0.13013013013013014,NaN,NaN,NaN,NaN,NaN
0.14014014014014015,NaN,NaN,NaN,NaN,NaN
0.15015015015015015,NaN,NaN,NaN,NaN,NaN
0.16016016016016016,NaN,NaN,NaN,NaN,NaN
0.17017017017017017,NaN,NaN,NaN,NaN,NaN
0.18018018018018017,NaN,NaN,NaN,NaN,NaN
0.19019019019019018,NaN,NaN,NaN,NaN,NaN
0.20020020020020018,NaN,NaN,NaN,NaN,NaN
0.21021021021021022,NaN,NaN,NaN,NaN,NaN
0.22022022022022023,NaN,NaN,NaN,NaN,NaN
0.23023023023023023,NaN,NaN,NaN,NaN,NaN
0.24024024024024024,NaN,NaN,NaN,NaN,NaN
0.2502502502502503,NaN,NaN,NaN,NaN,NaN
0.2602602602602603,NaN,NaN,NaN,NaN,NaN
0.2702702702702703,NaN,NaN,NaN,NaN,NaN
0.2802802802802803,NaN,NaN,NaN,NaN,NaN
0.2902902902902903,NaN,NaN,NaN,NaN,NaN
0.3003003003003003,NaN,NaN,NaN,NaN,NaN
0.3103103103103103,NaN,NaN,NaN,NaN,NaN
0.3203203203203203,NaN,NaN,NaN,NaN,NaN
0.3303303303303303,NaN,NaN,NaN,NaN,NaN
0.34034034034034033,NaN,NaN,NaN,NaN,NaN
0.35035035035035034,NaN,NaN,NaN,NaN,NaN
0.36036036036036034,NaN,NaN,NaN,NaN,NaN
0.37037037037037035,NaN,NaN,NaN,NaN,NaN
0.38038038038038036,NaN,NaN,NaN,NaN,NaN
0.39039039039039036,NaN,NaN,NaN,NaN,NaN
0.40040040040040037,NaN,NaN,NaN,NaN,NaN
0.41041041041041043,NaN,NaN,NaN,NaN,NaN
0.42042042042042044,NaN,NaN,NaN,NaN,NaN
0.43043043043043044,NaN,NaN,NaN,NaN,NaN
0.44044044044044045,NaN,NaN,NaN,NaN,NaN
0.45045045045045046,NaN,NaN,NaN,NaN,NaN
0.46046046046046046,NaN,NaN,NaN,NaN,NaN
0.47047047047047047,NaN,NaN,NaN,NaN,NaN
0.4804804804804805,NaN,NaN,NaN,NaN,NaN
0.4904904904904905,NaN,NaN,NaN,NaN,NaN
0.5005005005005005,NaN,NaN,NaN,NaN,NaN
0.5105105105105106,NaN,NaN,NaN,NaN,NaN
0.5205205205205206,NaN,NaN,NaN,NaN,NaN
0.5305305305305306,NaN,NaN,NaN,NaN,NaN
0.5405405405405406,NaN,NaN,NaN,NaN,NaN
0.5505505505505506,3.622869815702e-08,-2.982328134073e-08,0.3625646354006,0.697995,0.00425155
0.5605605605605606,3.623021092399e-08,-3.262894014999e-08,0.4130748157985,0.697995,0.00416507
